Mod:Item:MetaData, Localized Name
hbm:item.ingot_schraranium, Шрараниевый слиток
hbm:item.ingot_schrabidium, Шрабидиевый слиток
hbm:item.ingot_schrabidate, Слиток шрабидата железа
hbm:item.ingot_magnetized_tungsten, Слиток намагниченного вольфрама
hbm:item.ingot_combine_steel, Слиток стали Альянса
hbm:item.ingot_solinium, Солиниевый слиток
hbm:item.ingot_gh336, Слиток гиорсия-336
hbm:item.ingot_uranium_fuel, Слиток уранового топлива
hbm:item.ingot_thorium_fuel, Слиток ториевого топлива
hbm:item.ingot_plutonium_fuel, Слиток плутониевого топлива
hbm:item.ingot_neptunium_fuel, Слиток нептуниевого топлива
hbm:item.ingot_mox_fuel, Слиток МОКС-топлива
hbm:item.ingot_americium_fuel, Слиток америциевого топлива
hbm:item.ingot_schrabidium_fuel, Слиток шрабидиевого топлива
hbm:item.ingot_hes, Высокообогащённый слиток шрабидиевого топлива
hbm:item.ingot_les, Слиток низкообогащённого шрабидиевого топлива
hbm:item.ingot_australium, Австралиевый слиток
hbm:item.ingot_lanthanium, Полустабильный слиток лантана
hbm:item.ingot_actinium, Слиток актиния-227
hbm:item.ingot_desh, Слиток деш
hbm:item.ingot_ferrouranium, Ферроурановый слиток
hbm:item.ingot_starmetal:0, §9Звёздный металл§r
hbm:item.ingot_gunmetal, Слиток пушечной бронзы
hbm:item.ingot_weaponsteel, Слиток оружейной стали
hbm:item.ingot_saturnite, Сатурнитовый слиток
hbm:item.ingot_euphemium, Эвфемиевый слиток
hbm:item.ingot_dineutronium, Динейтрониевый слиток
hbm:item.ingot_electronium, Электрониевый слиток
hbm:item.ingot_smore, Слиток с'мора
hbm:item.ingot_osmiridium, Осмиридиевый слиток
hbm:item.ingot_steel_dusted:0, Запылённый стальной слиток
hbm:item.ingot_chainsteel, Тяжёлая цепная сталь
hbm:item.ingot_meteorite, Метеоритовый слиток
hbm:item.ingot_meteorite_forged, Выкованный метеоритовый слиток
hbm:item.blade_meteorite, Метеоритное лезвие
hbm:item.ingot_phosphorus, Брусок белого фосфора
hbm:item.lithium, Куб лития
hbm:item.ingot_zirconium, Циркониевый куб
hbm:item.ingot_semtex, Семтекс
hbm:item.ingot_c4, Брусок C-4
hbm:item.oil_tar:0, Нефтяная смола
hbm:item.oil_tar:1, Крекинговая нефтяная смола
hbm:item.oil_tar:2, Угольная смола
hbm:item.oil_tar:3, Древесная смола
hbm:item.oil_tar:4, Хлорированный нефтяной воск
hbm:item.oil_tar:5, Парафин
hbm:item.solid_fuel, Твердое топливо
hbm:item.solid_fuel_presto, Топливное полено
hbm:item.solid_fuel_presto_triplet, Сжатые топливные поленья
hbm:item.solid_fuel_bf, Твердое топливо (Жар-пламя)
hbm:item.solid_fuel_presto_bf, Топливное полено (Жар-пламя)
hbm:item.solid_fuel_presto_triplet_bf, Сжатые топливные поленья (Жар-пламя)
hbm:item.rocket_fuel, Твердое топливо (Ракетное)
hbm:item.ingot_fiberglass, Стекловолокно
hbm:item.ingot_asbestos, Асбестовый лист
hbm:item.ingot_raw:1, Слиток (Редстоун)
hbm:item.ingot_raw:6000, Слиток (Неодим)
hbm:item.ingot_raw:501, Слиток (Бура)
hbm:item.ingot_raw:1100, Слиток (Натрий)
hbm:item.ingot_raw:3800, Слиток (Стронций)
hbm:item.ingot_raw:41, Слиток (Шлак)
hbm:item.billet_uranium, Заготовка урана
hbm:item.billet_u233, Заготовка урана-233
hbm:item.billet_u235, Заготовка урана-235
hbm:item.billet_u238, Заготовка урана-238
hbm:item.billet_uzh, Заготовка урана-циркониевого гидрида
hbm:item.billet_th232, Заготовка тория-232
hbm:item.billet_plutonium, Заготовка плутония
hbm:item.billet_pu238, Заготовка плутония-238
hbm:item.billet_pu239, Заготовка плутония-239
hbm:item.billet_pu240, Заготовка плутония-240
hbm:item.billet_pu241, Заготовка плутония-241
hbm:item.billet_pu_mix, Заготовка плутония реакторного качества
hbm:item.billet_am241, Заготовка америция-241
hbm:item.billet_am242, Заготовка америция-242
hbm:item.billet_am_mix, Заготовка америция реакторного качества
hbm:item.billet_neptunium, Заготовка нептуния
hbm:item.billet_polonium, Заготовка полония-210
hbm:item.billet_technetium, Заготовка технеция-99
hbm:item.billet_cobalt, Заготовка кобальта
hbm:item.billet_co60, Заготовка кобальта-60
hbm:item.billet_sr90, Заготовка стронция-90
hbm:item.billet_au198, Заготовка золота-198
hbm:item.billet_pb209, Заготовка свинца-209
hbm:item.billet_ra226, Заготовка радия-226
hbm:item.billet_actinium, Заготовка актиния-227
hbm:item.billet_schrabidium, Заготовка шрабидия
hbm:item.billet_solinium, Заготовка солиния
hbm:item.billet_gh336, Заготовка гиорсия-336
hbm:item.billet_australium, Заготовка австралия
hbm:item.billet_australium_lesser, Заготовка низшего австралия
hbm:item.billet_australium_greater, Заготовка высшего австралия
hbm:item.billet_uranium_fuel, Заготовка уранового топлива
hbm:item.billet_thorium_fuel, Заготовка ториевого топлива
hbm:item.billet_plutonium_fuel, Заготовка плутониевого топлива
hbm:item.billet_neptunium_fuel, Заготовка нептуниевого топлива
hbm:item.billet_mox_fuel, Заготовка МОКС-топлива
hbm:item.billet_americium_fuel, Заготовка америциевого топлива
hbm:item.billet_les, Заготовка низкообогащённого шрабидиевого топлива
hbm:item.billet_schrabidium_fuel, Заготовка шрабидиевого топлива
hbm:item.billet_hes, Заготовка высокообогащённого шрабидиевого топлива
hbm:item.billet_po210be, Заготовка полоний-210-бериллия
hbm:item.billet_ra226be, Заготовка радий-226-бериллия
hbm:item.billet_pu238be, Заготовка плутоний-238-бериллия
hbm:item.billet_beryllium, Заготовка бериллия
hbm:item.billet_bismuth, Заготовка висмута
hbm:item.billet_silicon, Кремниевая пластина
hbm:item.billet_zirconium, Заготовка циркония
hbm:item.billet_zfb_bismuth, Заготовка ЦБР висмута
hbm:item.billet_zfb_pu241, Заготовка ЦБР плутония-241
hbm:item.billet_zfb_am_mix, Заготовка ЦБР америция реакторного качества
hbm:item.billet_yharonite, Заготовка яронита
hbm:item.billet_balefire_gold, Заготовка флэшголда
hbm:item.billet_flashlead, Заготовка флэшлида
hbm:item.billet_nuclear_waste, Заготовка ядерных отходов
hbm:item.cinnebar, Киноварь
hbm:item.nugget_mercury_tiny, Маленькая капля ртути
hbm:item.nugget_mercury, Капля ртути
hbm:item.bottle_mercury, Пузырёк ртути
hbm:item.coke:0, Угольный кокс
hbm:item.coke:1, Бурый кокс
hbm:item.coke:2, Нефтяной кокс
hbm:item.lignite, Бурый уголь
hbm:item.coal_infernal, Адский уголь
hbm:item.briquette:0, Брикет угля
hbm:item.briquette:1, Брикет бурого угля
hbm:item.briquette:2, Брикет древесных опилок
hbm:item.sulfur, Сера
hbm:item.niter, Селитра
hbm:item.nitra, Нитра
hbm:item.nitra_small, Кучка нитры
hbm:item.fluorite, Флюорит
hbm:item.powder_coal, Угольный порошок
hbm:item.powder_coal_tiny, Кучка угольного порошка
hbm:item.powder_iron, Железный порошок
hbm:item.powder_gold, Золотой порошок
hbm:item.powder_lapis, Лазуритный порошок
hbm:item.powder_quartz, Кварцевый порошок
hbm:item.powder_diamond, Алмазный порошок
hbm:item.powder_emerald, Изумрудный порошок
hbm:item.powder_uranium, Урановый порошок
hbm:item.powder_plutonium, Плутониевый порошок
hbm:item.powder_neptunium, Нептуниевый порошок
hbm:item.powder_polonium, Порошок полония-210
hbm:item.powder_co60, Порошок кобальта-60
hbm:item.powder_sr90, Порошок стронция-90
hbm:item.powder_sr90_tiny, Кучка порошка стронция-90
hbm:item.powder_i131, Порошок йода-131
hbm:item.powder_i131_tiny, Кучка порошка йода-131
hbm:item.powder_xe135, Порошок ксенона-135
hbm:item.powder_xe135_tiny, Кучка порошка ксенона-135
hbm:item.powder_cs137, Порошок цезия-137
hbm:item.powder_cs137_tiny, Кучка порошка цезия-137
hbm:item.powder_au198, Порошок золота-198
hbm:item.powder_ra226, Порошок радия-226
hbm:item.powder_at209, Порошок астата-209
hbm:item.powder_titanium, Титановый порошок
hbm:item.powder_copper, Медный порошок
hbm:item.powder_red_copper, Красномедный порошок
hbm:item.powder_advanced_alloy, Порошок продвинутого сплава
hbm:item.powder_tungsten, Вольфрамовый порошок
hbm:item.powder_aluminium, Алюминиевый порошок
hbm:item.powder_steel, Стальной порошок
hbm:item.powder_steel_tiny, Кучка стального порошка
hbm:item.powder_tcalloy, Порошок технециевой стали
hbm:item.powder_lead, Свинцовый порошок
hbm:item.powder_bismuth, Висмутовый порошок
hbm:item.powder_calcium, Кальциевый порошок
hbm:item.powder_cadmium, Порошок кадмия
hbm:item.powder_coltan_ore, Измельчённый колтан
hbm:item.powder_coltan, Очищенный танталит
hbm:item.powder_tantalium, Порошок тантала
hbm:item.powder_tektite, Порошок тектита
hbm:item.powder_paleogenite, Порошок палеогенита
hbm:item.powder_paleogenite_tiny, Кучка палеогенитового порошка
hbm:item.powder_impure_osmiridium, Порошок загрязнённого осмиридия
hbm:item.powder_borax, Бура
hbm:item.powder_chlorocalcite, Хлоркальцит
hbm:item.powder_molysite, Молизит
hbm:item.powder_yellowcake, Жёлтый кек
hbm:item.powder_beryllium, Бериллиевый порошок
hbm:item.powder_dura_steel, Измельчённая быстрорежущая сталь
hbm:item.powder_polymer, Полимерный порошок
hbm:item.powder_bakelite, Бакелитовый порошок
hbm:item.powder_schrabidium, Шрабидиевый порошок
hbm:item.powder_schrabidate, Порошок шрабидата железа
hbm:item.powder_magnetized_tungsten, Измельчённый намагниченный вольфрам
hbm:item.powder_chlorophyte, Хлорофитовый порошок
hbm:item.powder_combine_steel, Измельчённая сталь Альянса
hbm:item.powder_lithium, Литиевый порошок
hbm:item.powder_lithium_tiny, Кучка литиевого порошка
hbm:item.powder_zirconium, Циркониевый порошок
hbm:item.powder_sodium, Натрий
hbm:item.powder_lignite, Порошок бурого угля
hbm:item.powder_iodine, Порошок йода
hbm:item.powder_thorium, Ториевый порошок
hbm:item.powder_neodymium, Неодимовый порошок
hbm:item.powder_neodymium_tiny, Кучка неодимового порошка
hbm:item.powder_astatine, Астатовый порошок
hbm:item.powder_caesium, Цезиевый порошок
hbm:item.powder_australium, Австралиевый порошок
hbm:item.powder_strontium, Стронциевый порошок
hbm:item.powder_cobalt, Кобальтовый порошок
hbm:item.powder_cobalt_tiny, Кучка кобальтового порошка
hbm:item.powder_bromine, Порошок брома
hbm:item.powder_niobium, Ниобиевый порошок
hbm:item.powder_niobium_tiny, Кучка ниобиевого порошка
hbm:item.powder_tennessine, Теннессиновый порошок
hbm:item.powder_cerium, Цериевый порошок
hbm:item.powder_cerium_tiny, Кучка цериевого порошка
hbm:item.powder_lanthanium, Лантановый порошок
hbm:item.powder_lanthanium_tiny, Кучка лантанового порошка
hbm:item.powder_actinium, Актиниевый порошок
hbm:item.powder_actinium_tiny, Кучка актиниевого порошка
hbm:item.powder_boron, Борный порошок
hbm:item.powder_boron_tiny, Кучка борного порошка
hbm:item.powder_asbestos, Асбестовый порошок
hbm:item.powder_magic, Измельчённое зачарование
hbm:item.powder_sawdust, Древесные опилки
hbm:item.powder_flux, Флюс
hbm:item.powder_fertilizer, Промышленное удобрение
hbm:item.powder_balefire, Термоядерный пепел
hbm:item.powder_semtex_mix, Смесь семтекса
hbm:item.powder_desh_mix, Смесь деш
hbm:item.powder_desh_ready, ГотоваяДеш™ смесь
hbm:item.powder_desh, Порошок деш
hbm:item.powder_nitan_mix, Нитановая смесь
hbm:item.powder_spark_mix, Спарк-смесь
hbm:item.powder_meteorite, Метеоритный порошок
hbm:item.powder_meteorite_tiny, Кучка метеоритного порошка
hbm:item.powder_euphemium, Эвфемиевый порошок
hbm:item.powder_dineutronium, Динейтрониевый порошок
hbm:item.dust, Пыль
hbm:item.dust_tiny, Кучка пыли
hbm:item.fallout, Куча радиоактивных осадков
hbm:item.powder_ash:0, Древесная зола
hbm:item.powder_ash:1, Угольная зола
hbm:item.powder_ash:2, Пепел
hbm:item.powder_ash:3, Летучая зола
hbm:item.powder_ash:4, Мелкая сажа
hbm:item.powder_ash:5, Фуллерен
hbm:item.powder_limestone, Известняковый порошок
hbm:item.powder_cement, Цемент
hbm:item.powder_fire, Красный фосфор
hbm:item.powder_ice, Крио-порошок
hbm:item.powder_poison, Ядовитый порошок
hbm:item.powder_thermite, Термит
hbm:item.powder_power, Энерго-порошок
hbm:item.cordite, Кордит
hbm:item.ballistite, Баллистит
hbm:item.ball_dynamite, Динамит
hbm:item.ball_tnt, ТНТ
hbm:item.ball_tatb, TATB
hbm:item.ball_resin, Латекс
hbm:item.ball_fireclay, Шамотная глина
hbm:item.ore_bedrock:0, Бедроковая руда (Железная)
hbm:item.ore_bedrock:1, Бедроковая руда (Медная)
hbm:item.ore_bedrock:2, Бедроковая руда (Буровая)
hbm:item.ore_bedrock:3, Бедроковая руда (Асбестовая)
hbm:item.ore_bedrock:4, Бедроковая руда (Ниобиевая)
hbm:item.ore_bedrock:5, Бедроковая руда (Титановая)
hbm:item.ore_bedrock:6, Бедроковая руда (Вольфрамовая)
hbm:item.ore_bedrock:7, Бедроковая руда (Золотая)
hbm:item.ore_bedrock:8, Бедроковая руда (Урановая)
hbm:item.ore_bedrock:9, Бедроковая руда (Ториевая)
hbm:item.ore_bedrock:10, Бедроковая руда (Хлоркальцитовая)
hbm:item.ore_bedrock:11, Бедроковая руда (Флюоритная)
hbm:item.ore_bedrock:12, Бедроковая руда (Гематитовая)
hbm:item.ore_bedrock:13, Бедроковая руда (Малахитовая)
hbm:item.ore_bedrock:14, Бедроковая руда (Неодимовая)
hbm:item.ore_centrifuged:0, Центрифугированная бедроковая руда (Железная)
hbm:item.ore_centrifuged:1, Центрифугированная бедроковая руда (Медная)
hbm:item.ore_centrifuged:2, Центрифугированная бедроковая руда (Буровая)
hbm:item.ore_centrifuged:3, Центрифугированная бедроковая руда (Асбестовая)
hbm:item.ore_centrifuged:4, Центрифугированная бедроковая руда (Ниобиевая)
hbm:item.ore_centrifuged:5, Центрифугированная бедроковая руда (Титановая)
hbm:item.ore_centrifuged:6, Центрифугированная бедроковая руда (Вольфрамовая)
hbm:item.ore_centrifuged:7, Центрифугированная бедроковая руда (Золотая)
hbm:item.ore_centrifuged:8, Центрифугированная бедроковая руда (Урановая)
hbm:item.ore_centrifuged:9, Центрифугированная бедроковая руда (Ториевая)
hbm:item.ore_centrifuged:10, Центрифугированная бедроковая руда (Хлоркальцитовая)
hbm:item.ore_centrifuged:11, Центрифугированная бедроковая руда (Флюоритная)
hbm:item.ore_centrifuged:12, Центрифугированная бедроковая руда (Гематитовая)
hbm:item.ore_centrifuged:13, Центрифугированная бедроковая руда (Малахитовая)
hbm:item.ore_centrifuged:14, Центрифугированная бедроковая руда (Неодимовая)
hbm:item.ore_cleaned:0, Очищенная бедроковая руда (Железная)
hbm:item.ore_cleaned:1, Очищенная бедроковая руда (Медная)
hbm:item.ore_cleaned:2, Очищенная бедроковая руда (Буровая)
hbm:item.ore_cleaned:3, Очищенная бедроковая руда (Асбестовая)
hbm:item.ore_cleaned:4, Очищенная бедроковая руда (Ниобиевая)
hbm:item.ore_cleaned:5, Очищенная бедроковая руда (Титановая)
hbm:item.ore_cleaned:6, Очищенная бедроковая руда (Вольфрамовая)
hbm:item.ore_cleaned:7, Очищенная бедроковая руда (Золотая)
hbm:item.ore_cleaned:8, Очищенная бедроковая руда (Урановая)
hbm:item.ore_cleaned:9, Очищенная бедроковая руда (Ториевая)
hbm:item.ore_cleaned:10, Очищенная бедроковая руда (Хлоркальцитовая)
hbm:item.ore_cleaned:11, Очищенная бедроковая руда (Флюоритная)
hbm:item.ore_cleaned:12, Очищенная бедроковая руда (Гематитовая)
hbm:item.ore_cleaned:13, Очищенная бедроковая руда (Малахитовая)
hbm:item.ore_cleaned:14, Очищенная бедроковая руда (Неодимовая)
hbm:item.ore_separated:0, Отделённая Железная бедроковая руда
hbm:item.ore_separated:1, Отделённая Медная бедроковая руда
hbm:item.ore_separated:2, Отделённая Буровая бедроковая руда
hbm:item.ore_separated:3, Отделённая Асбестовая бедроковая руда
hbm:item.ore_separated:4, Отделённая Ниобиевая бедроковая руда
hbm:item.ore_separated:5, Отделённая Титановая бедроковая руда
hbm:item.ore_separated:6, Отделённая Вольфрамовая бедроковая руда
hbm:item.ore_separated:7, Отделённая Золотая бедроковая руда
hbm:item.ore_separated:8, Отделённая Урановая бедроковая руда
hbm:item.ore_separated:9, Отделённая Ториевая бедроковая руда
hbm:item.ore_separated:10, Отделённая Хлоркальцитовая бедроковая руда
hbm:item.ore_separated:11, Отделённая Флюоритная бедроковая руда
hbm:item.ore_separated:12, Отделённая Гематитовая бедроковая руда
hbm:item.ore_separated:13, Отделённая Малахитовая бедроковая руда
hbm:item.ore_separated:14, Отделённая Неодимовая бедроковая руда
hbm:item.ore_purified:0, Промытая Железная бедроковая руда
hbm:item.ore_purified:1, Промытая Медная бедроковая руда
hbm:item.ore_purified:2, Промытая Буровая бедроковая руда
hbm:item.ore_purified:3, Промытая Асбестовая бедроковая руда
hbm:item.ore_purified:4, Промытая Ниобиевая бедроковая руда
hbm:item.ore_purified:5, Промытая Титановая бедроковая руда
hbm:item.ore_purified:6, Промытая Вольфрамовая бедроковая руда
hbm:item.ore_purified:7, Промытая Золотая бедроковая руда
hbm:item.ore_purified:8, Промытая Урановая бедроковая руда
hbm:item.ore_purified:9, Промытая Ториевая бедроковая руда
hbm:item.ore_purified:10, Промытая Хлоркальцитовая бедроковая руда
hbm:item.ore_purified:11, Промытая Флюоритная бедроковая руда
hbm:item.ore_purified:12, Промытая Гематитовая бедроковая руда
hbm:item.ore_purified:13, Промытая Малахитовая бедроковая руда
hbm:item.ore_purified:14, Промытая Неодимовая бедроковая руда
hbm:item.ore_nitrated:0, Азотированная Железная бедроковая руда
hbm:item.ore_nitrated:1, Азотированная Медная бедроковая руда
hbm:item.ore_nitrated:2, Азотированная Буровая бедроковая руда
hbm:item.ore_nitrated:3, Азотированная Асбестовая бедроковая руда
hbm:item.ore_nitrated:4, Азотированная Ниобиевая бедроковая руда
hbm:item.ore_nitrated:5, Азотированная Титановая бедроковая руда
hbm:item.ore_nitrated:6, Азотированная Вольфрамовая бедроковая руда
hbm:item.ore_nitrated:7, Азотированная Золотая бедроковая руда
hbm:item.ore_nitrated:8, Азотированная Урановая бедроковая руда
hbm:item.ore_nitrated:9, Азотированная Ториевая бедроковая руда
hbm:item.ore_nitrated:10, Азотированная Хлоркальцитовая бедроковая руда
hbm:item.ore_nitrated:11, Азотированная Флюоритная бедроковая руда
hbm:item.ore_nitrated:12, Азотированная Гематитовая бедроковая руда
hbm:item.ore_nitrated:13, Азотированная Малахитовая бедроковая руда
hbm:item.ore_nitrated:14, Азотированная Неодимовая бедроковая руда
hbm:item.ore_nitrocrystalline:0, Нитрокристаллическая Железная бедроковая руда
hbm:item.ore_nitrocrystalline:1, Нитрокристаллическая Медная бедроковая руда
hbm:item.ore_nitrocrystalline:2, Нитрокристаллическая Буровая бедроковая руда
hbm:item.ore_nitrocrystalline:3, Нитрокристаллическая Асбестовая бедроковая руда
hbm:item.ore_nitrocrystalline:4, Нитрокристаллическая Ниобиевая бедроковая руда
hbm:item.ore_nitrocrystalline:5, Нитрокристаллическая Титановая бедроковая руда
hbm:item.ore_nitrocrystalline:6, Нитрокристаллическая Вольфрамовая бедроковая руда
hbm:item.ore_nitrocrystalline:7, Нитрокристаллическая Золотая бедроковая руда
hbm:item.ore_nitrocrystalline:8, Нитрокристаллическая Урановая бедроковая руда
hbm:item.ore_nitrocrystalline:9, Нитрокристаллическая Ториевая бедроковая руда
hbm:item.ore_nitrocrystalline:10, Нитрокристаллическая Хлоркальцитовая бедроковая руда
hbm:item.ore_nitrocrystalline:11, Нитрокристаллическая Флюоритная бедроковая руда
hbm:item.ore_nitrocrystalline:12, Нитрокристаллическая Гематитовая бедроковая руда
hbm:item.ore_nitrocrystalline:13, Нитрокристаллическая Малахитовая бедроковая руда
hbm:item.ore_nitrocrystalline:14, Нитрокристаллическая Неодимовая бедроковая руда
hbm:item.ore_deepcleaned:0, Глубоко очищенная бедроковая руда (Железная)
hbm:item.ore_deepcleaned:1, Глубоко очищенная бедроковая руда (Медная)
hbm:item.ore_deepcleaned:2, Глубоко очищенная бедроковая руда (Буровая)
hbm:item.ore_deepcleaned:3, Глубоко очищенная бедроковая руда (Асбестовая)
hbm:item.ore_deepcleaned:4, Глубоко очищенная бедроковая руда (Ниобиевая)
hbm:item.ore_deepcleaned:5, Глубоко очищенная бедроковая руда (Титановая)
hbm:item.ore_deepcleaned:6, Глубоко очищенная бедроковая руда (Вольфрамовая)
hbm:item.ore_deepcleaned:7, Глубоко очищенная бедроковая руда (Золотая)
hbm:item.ore_deepcleaned:8, Глубоко очищенная бедроковая руда (Урановая)
hbm:item.ore_deepcleaned:9, Глубоко очищенная бедроковая руда (Ториевая)
hbm:item.ore_deepcleaned:10, Глубоко очищенная бедроковая руда (Хлоркальцитовая)
hbm:item.ore_deepcleaned:11, Глубоко очищенная бедроковая руда (Флюоритная)
hbm:item.ore_deepcleaned:12, Глубоко очищенная бедроковая руда (Гематитовая)
hbm:item.ore_deepcleaned:13, Глубоко очищенная бедроковая руда (Малахитовая)
hbm:item.ore_deepcleaned:14, Глубоко очищенная бедроковая руда (Неодимовая)
hbm:item.ore_seared:0, Осушенная Железная бедроковая руда
hbm:item.ore_seared:1, Осушенная Медная бедроковая руда
hbm:item.ore_seared:2, Осушенная Буровая бедроковая руда
hbm:item.ore_seared:3, Осушенная Асбестовая бедроковая руда
hbm:item.ore_seared:4, Осушенная Ниобиевая бедроковая руда
hbm:item.ore_seared:5, Осушенная Титановая бедроковая руда
hbm:item.ore_seared:6, Осушенная Вольфрамовая бедроковая руда
hbm:item.ore_seared:7, Осушенная Золотая бедроковая руда
hbm:item.ore_seared:8, Осушенная Урановая бедроковая руда
hbm:item.ore_seared:9, Осушенная Ториевая бедроковая руда
hbm:item.ore_seared:10, Осушенная Хлоркальцитовая бедроковая руда
hbm:item.ore_seared:11, Осушенная Флюоритная бедроковая руда
hbm:item.ore_seared:12, Осушенная Гематитовая бедроковая руда
hbm:item.ore_seared:13, Осушенная Малахитовая бедроковая руда
hbm:item.ore_seared:14, Осушенная Неодимовая бедроковая руда
hbm:item.ore_enriched:0, Обогащённая Железная бедроковая руда
hbm:item.ore_enriched:1, Обогащённая Медная бедроковая руда
hbm:item.ore_enriched:2, Обогащённая Буровая бедроковая руда
hbm:item.ore_enriched:3, Обогащённая Асбестовая бедроковая руда
hbm:item.ore_enriched:4, Обогащённая Ниобиевая бедроковая руда
hbm:item.ore_enriched:5, Обогащённая Титановая бедроковая руда
hbm:item.ore_enriched:6, Обогащённая Вольфрамовая бедроковая руда
hbm:item.ore_enriched:7, Обогащённая Золотая бедроковая руда
hbm:item.ore_enriched:8, Обогащённая Урановая бедроковая руда
hbm:item.ore_enriched:9, Обогащённая Ториевая бедроковая руда
hbm:item.ore_enriched:10, Обогащённая Хлоркальцитовая бедроковая руда
hbm:item.ore_enriched:11, Обогащённая Флюоритная бедроковая руда
hbm:item.ore_enriched:12, Обогащённая Гематитовая бедроковая руда
hbm:item.ore_enriched:13, Обогащённая Малахитовая бедроковая руда
hbm:item.ore_enriched:14, Обогащённая Неодимовая бедроковая руда
hbm:item.ore_byproduct:0, Железный побочный продукт
hbm:item.ore_byproduct:1, Медный побочный продукт
hbm:item.ore_byproduct:2, Литиевый побочный продукт
hbm:item.ore_byproduct:3, Кремниевый побочный продукт
hbm:item.ore_byproduct:4, Свинцовый побочный продукт
hbm:item.ore_byproduct:5, Титановый побочный продукт
hbm:item.ore_byproduct:6, Алюминиевый побочный продукт
hbm:item.ore_byproduct:7, Серный побочный продукт
hbm:item.ore_byproduct:8, Кальциевый побочный продукт
hbm:item.ore_byproduct:9, Висмутовый побочный продукт
hbm:item.ore_byproduct:10, Радиевый побочный продукт
hbm:item.ore_byproduct:11, Технециевый побочный продукт
hbm:item.ore_byproduct:12, Полониевый побочный продукт
hbm:item.ore_byproduct:13, Урановый побочный продукт
hbm:item.bedrock_ore_base, Необработанная бедроковая руда
hbm:item.bedrock_ore:0, Бедроковая руда (Лёгкая металлическая)
hbm:item.bedrock_ore:16, Обожжённая бедроковая руда (Лёгкая металлическая)
hbm:item.bedrock_ore:32, Промытая бедроковая руда (Лёгкая металлическая)
hbm:item.bedrock_ore:48, Бедроковая руда (Лёгкая металлическая), первичная фракция
hbm:item.bedrock_ore:64, Бедроковая руда (Лёгкая металлическая), обожжённая первичная фракция
hbm:item.bedrock_ore:80, Бедроковая руда (Лёгкая металлическая), серная первичная фракция
hbm:item.bedrock_ore:96, Бедроковая руда (Лёгкая металлическая), отделённая серная первичная фракция
hbm:item.bedrock_ore:112, Бедроковая руда (Лёгкая металлическая), растворённая первичная фракция
hbm:item.bedrock_ore:128, Бедроковая руда (Лёгкая металлическая), отделённая растворенная первичная фракция
hbm:item.bedrock_ore:144, Бедроковая руда (Лёгкая металлическая), очищенная первичная фракция
hbm:item.bedrock_ore:160, Бедроковая руда (Лёгкая металлическая), отделённая очищенная первичная фракция
hbm:item.bedrock_ore:176, Бедроковая руда (Лёгкая металлическая), первичная фракция, большой вес
hbm:item.bedrock_ore:192, Бедроковая руда (Лёгкая металлическая), первичная фракция, малый вес
hbm:item.bedrock_ore:208, Куски бедроковой руды (Лёгкая металлическая)
hbm:item.bedrock_ore:224, Бедроковая руда (Лёгкая металлическая), серная побочка
hbm:item.bedrock_ore:240, Бедроковая руда (Лёгкая металлическая), обожжённая серная побочка
hbm:item.bedrock_ore:256, Бедроковая руда (Лёгкая металлическая), переплавленная серная побочка
hbm:item.bedrock_ore:272, Бедроковая руда (Лёгкая металлическая), промытая серная побочка
hbm:item.bedrock_ore:288, Бедроковая руда (Лёгкая металлическая), растворённая побочка
hbm:item.bedrock_ore:304, Бедроковая руда (Лёгкая металлическая), обожжённая растворенная побочка
hbm:item.bedrock_ore:320, Бедроковая руда (Лёгкая металлическая), переплавленная растворенная побочка
hbm:item.bedrock_ore:336, Бедроковая руда (Лёгкая металлическая), промытая растворенная побочка
hbm:item.bedrock_ore:352, Бедроковая руда (Лёгкая металлическая), очищенная побочка
hbm:item.bedrock_ore:368, Бедроковая руда (Лёгкая металлическая), обожжённая очищенная побочка
hbm:item.bedrock_ore:384, Бедроковая руда (Лёгкая металлическая), переплавленная очищенная побочка
hbm:item.bedrock_ore:400, Бедроковая руда (Лёгкая металлическая), промытая очищенная побочка
hbm:item.bedrock_ore:1, Бедроковая руда (Тяжёлая металлическая)
hbm:item.bedrock_ore:17, Обожжённая бедроковая руда (Тяжёлая металлическая)
hbm:item.bedrock_ore:33, Промытая бедроковая руда (Тяжёлая металлическая)
hbm:item.bedrock_ore:49, Бедроковая руда (Тяжёлая металлическая), первичная фракция
hbm:item.bedrock_ore:65, Бедроковая руда (Тяжёлая металлическая), обожжённая первичная фракция
hbm:item.bedrock_ore:81, Бедроковая руда (Тяжёлая металлическая), серная первичная фракция
hbm:item.bedrock_ore:97, Бедроковая руда (Тяжёлая металлическая), отделённая серная первичная фракция
hbm:item.bedrock_ore:113, Бедроковая руда (Тяжёлая металлическая), растворённая первичная фракция
hbm:item.bedrock_ore:129, Бедроковая руда (Тяжёлая металлическая), отделённая растворенная первичная фракция
hbm:item.bedrock_ore:145, Бедроковая руда (Тяжёлая металлическая), очищенная первичная фракция
hbm:item.bedrock_ore:161, Бедроковая руда (Тяжёлая металлическая), отделённая очищенная первичная фракция
hbm:item.bedrock_ore:177, Бедроковая руда (Тяжёлая металлическая), первичная фракция, большой вес
hbm:item.bedrock_ore:193, Бедроковая руда (Тяжёлая металлическая), первичная фракция, малый вес
hbm:item.bedrock_ore:209, Куски бедроковой руды (Тяжёлая металлическая)
